,res_url,res_reviews,points
10,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,The best pasta and bread around. The only good solid food spot in LA. The only consistent and non greasy food.,5 star rating
11,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"i redownloaded yelp to leave this
first of all the cashier was so nice
the atmosphere is so pretty and calm
food came out quick
such a simple dish and it was so delicious
eyes watered from how good it was
reminded us of childhood
10/10
definitely coming back
this is for realsies my new pasta spot
they get down

bring your friends",5 star rating
12,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,Good place to get some pasta. They have multiple vegetarian options. The service is quick and courteous. Plenty of space to eat in or around.,4 star rating
13,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"Il Giardino, situated in the USC Village, presents itself as a dining option for those seeking Italian cuisine. While the restaurant offers a pleasant ambiance and convenient location, I must admit that my dining experience left me somewhat underwhelmed.

The pasta dishes, which one would expect to be a highlight at an Italian restaurant, unfortunately fell short of expectations. The flavors were mediocre, lacking the depth and richness that can elevate a pasta dish to a memorable culinary experience. Given the lackluster taste, I couldn't help but feel that I could have easily replicated the same flavors, if not better, by preparing a homemade pasta dish using ingredients from Target or Trader Joe's.

Adding to the disappointment was the pricing. Il Giardino's menu items came with a higher price tag than what their quality warranted. It felt as though I was paying a premium for the restaurant's location rather than the excellence of the dishes themselves. This disconnect between price and quality left me feeling unsatisfied with the overall value of the dining experience.

While Il Giardino does have its merits, such as its pleasant ambiance and convenient location, I would be remiss not to mention the lackluster pasta and the relatively high prices. If you're in the USC Village area and craving Italian cuisine, it might be worth exploring other dining options or considering the possibility of creating your own pasta dish using quality ingredients from nearby stores.",3 star rating
14,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"I came here with a colleague for the first time. I was excited to try a pasta place near USC.
I'll typically get a restaurant's pesto because that is my favorite. Honestly, I was underwhelmed by it. It looks beautiful, but the taste was bland :(
I felt like the sauce was very mild - not enough basil and maybe some flavor, like garlic or some salt. I liked how they oust toasted fresh pine nuts on top! I also did not really like the bread neither :/
I was pretty disappointed and probably won't get it again. There are definitely other pasta places that are better in the area!",2 star rating
15,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"The seafood mare spaghetti isn't the same as it used to be pre-pandemic. The seafood taste is minimal if not there at all. These are the two stars.

The service was horrible. The girl who took my order took three minutes to notice me even though they weren't that busy; she was looking through some digital orders, and it was the cook who noticed how long she was taking to nudge her that I was waiting. I ordered a pellegrino that was not included in the to-go bag. Pre-pandemic, to-go orders would include utensils and a little things of peppers and cheese. None of that was included. Considering you're paying a premium for mid-quality food, these little things would be a norm. I wished I hadn't even tipped them.",2 star rating
16,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"The chicken with lemon and capers, yum! Especially on the patio on a sunny day for loads of ambience",3 star rating
17,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,Food is pretty good. I enjoy the bolognese a lot. Needs a lil salt but it's still tasty,4 star rating
18,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"4.1/5 - No frills pasta bar, but gets it right

Got the bowties with arrabiata sauce, garlic bread, and chicken on top. They get the pasta right here, it's Al dente, it's hot and fresh, the sauces are great. Everything aside from that is lackluster. Chicken is pretty bland and lifeless. Garlic bread is fine but floppy and lacks integrity or depth of flavor.

I love this place cause they give good portions and when I just want pasta they deliver. Very solid go to. But you want more, go somewhere else.",4 star rating
19,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"food was good, but i felt really uncomfortable when the cashier was persistently making advances to me and my UNDERAGE friend that was not appropriate for a worker-customer relationship. although we were only in there for about 15 minutes, we immediately left after receiving our food and had to eat someplace else. it was extremely disappointing because the food was amazing despite its experience i now associate it with.",2 star rating
20,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"I've spotted this restaurant a few times every time I visit USC Village and last week I was able to try it out. I order the Fusili Pasta with Pesto Sauce and Grilled Chicken and I must say it tasted great!

The pasta itself is about $10 and the chicken is an additional $4 plus taxes it's about $15. However, the portion of the food is enough for two meals or two people. You can save it for later or share it.

Good for college students on a budget. Given that it's at USC don't see many on the budget but maybe in debt (LOL - just a little humor). Well check it out if you can and you're hungry and you don't know what to eat around there. You'll like.",4 star rating
21,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"It's okay, not fantastic though! The atmosphere inside is pretty chaotic. Food wise, portions are solid but the bread on the side isn't great and would not recommend adding chicken (pretty bland and flavorless). Maybe I just need to try a different order!",3 star rating
22,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"Located in USC village, this unassuming pasta joint is a casual place to enjoy a great bowl of pasta.

Choose the type of pasta you want along with a sauce, or go for the pasta specials of the day, salad, or sammie. They also have a couple chicken dishes at $15 a pop.

FOOD
Angel hair with pesto - super creamy, good but not as good as pasta sisters where I had a similar dish. Comes with two pieces of bread
Farfalle with smoked salmon - super good!! My favorite, the pink sauce is on point with the smokiness of the salmon.
Kale salad - super light and refreshing and filling. Tons of fiber and fresh with the light dressing and apples

SERVICE
nice dudes behind the counter

AMBIANCE
Casual. Great lunch spot.

I'd be back.",4 star rating
23,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"I love Il Giardino! Their pesto gnocchi is FANTASTIC and is always top tier. Their kale salad is one of the best I have had. I do not typically eat kale, but this salad has become a staple for me! So yummy!",5 star rating
24,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"Unbelievably amiable staff! Daily special was delicious and came quickly; portion size was super generous, too~",5 star rating
25,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"Il Giardino is located inside USC Village. It recently opened and replaced the previous Italian joint that had a much higher price point. Il Giardino offers make-your-own-combination pasta for around $10, which is much better than the previous place.

I stopped in over the weekend and ordered the handmade tagliatelle with Bolognese. The noodles looked more like dry, pre-made linguine, but otherwise I like how hot and tasty the food was. Temperature of my food is really important, so I appreciated how piping hot it was. It came with two small pieces of focaccia bread. The portion size was great.

There was no line, and I got my food within minutes of ordering. This was a great option because CAVA had a huge line next door, and I was in a hurry.",4 star rating
26,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"Fantastic addition to USC Village! Although I don't know authentic Italian food or have tasted food in Italy, I can at least say that the pasta is truly fresh. When the restaurant just opened for a month or so, I got a chance to ask the owner how the pasta is made and it's really made fresh every day. The huge machine at the front is what they use.

I've tried practically almost all spaghetti options, and they're all great and chewy! My favorite is definitely the gnocchi (pronounces no-key). It's very soft and easy to bite into..sort of like the handmade Japanese mochi!

The sauces are also unique. Pesto isn't the usual oily pesto served at other places, but it has creamy texture instead. The mushroom sauce was quite different from what I expected since the mushrooms themselves have a very deep, earthy taste to them. Personally, it's not to my liking but perhaps others will favor them. Lastly, the Bolognese isn't bitter as the previous pasta place has made them to be. Hooray!

If you want the full set, spaghetti with protein, then it will cost about ~$15 pretax. I did order the chicken once and it was quite a small fillet for an additional $4.

And each spaghetti comes up with two slices of fresh bread! Happy hour 20% from 3-5pm is available!",4 star rating
27,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"A nice addition to the village!

The gnocchi here is on point. The marinara isn't heavy or super salty - a perfect balance of everything. I truly enjoyed the dish. The ambiance here is nice too. It reminds me of a high end restaurant at a really affordable price.

I've spent some time in Italy eating their pasta, whether it be in Florence, Rome, Venice, or Pisa and the marinara here is a reminder of the good times of my stay there. I love it!

I'll definitely be a back often! See you when school starts!",5 star rating
28,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"I visited the USC location, today 4/25 at 5:39pm. I ordered takeout pink penne with broccoli. I opened my food when I got to work and noticed not just one ... but MULTIPLE bugs all throughout my broccoli. I immediately and respectfully went to get a refund. The manager was unapologetic and extremely rude and disrespectful.. insinuating that I lied about having bugs in my food, AFTER showing them photos, AND I even brought the food back for them to see themselves. The manager began to accuse me of having opened my food outside even after I explained multiple times, that i opened it INDOORS at my job. He still refused to issue an apology at the very LEAST . I did get my refund but that is not enough. This is unacceptable and no one should ever be treated the way I was mistreated at this establishment. Extremely disappointed in not only the unsanitary food , but the lack of proper customer service from the manager. 0/10 wouldn't recommend.",1 star rating
29,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"The staff is friendly and attentive. Most of all, the food is delicious. Very tasty, from the protein to the pasta, suace, and veggies.",5 star rating
30,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"Customer Service is TERRIBLE and very questionable cleanliness.

Have been a long time customer at this location for years now and am still treated by the woman at the front as well as the owner in such a rude manner for absolutely no reason. They will nickel and dime you for almost anything and do not care about their customers.

Their lemon infused water jug also tasted like contaminated sink water and when I tried to get free water from the soda fountain instead they stopped me and told me I wasn't allowed.

DO NOT COME HERE!!",1 star rating
31,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"Very nice pasta. I was expecting expensive USC Village food, but the meal was cheaper than Cava, and the pasta and sauce tasted very good. If you're looking for a solid meal in the USC area, this is a good spot.",5 star rating
32,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"No matter how good the food maybe, if customer service is missing, it just makes me say no to the place. Stopped by this morning, craving for spaghetti with bolognese sauce mix with alfredo sauce (sauces they have on the menu) and the cashier this morning told me no we don't do that. I explained i have been there so many times ordering same item and they have prepared it with no problem. I even asked maybe she can check with the chef, and her answer was still no! She added ""she will make sure she tells her cashiers that we don't do that kind of request!"" No matter how much i craved for it, i just left and not patronized the restaurant.",1 star rating
33,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,Food was delicious. Attentive service. Clean store. We come here occasionally when we visit the national history museums. Fight on!!!,5 star rating
34,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"Pleasantly surprised!

This place is a greta option if you're nearby the village, and you want pasta. It's definitely better than the other Italian restaurants close to USC's campus, so I definitely recommend this restaurant.

I ordered from here quite often during the pandemic, but to be honest, I expected mediocre pasta at best. Usc's campus doesn't have a lot of great options, so my expectations were low. However, this place surprised me! It was actually very good! I have had the pesto, the bolognese, and the truffle pasta. They were all delicious! I like that they're not to heavy and they taste freshly made. They're definitely not gourmet or anything unique, but they keep it simple and they make a good standard pasta. It's a great for casual or for take out.

I would definitely recommend to hit up Il Giardino for lunch while you sit in the USC Village and maybe do some work or just relax.",4 star rating
35,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"It took me a while to find this place, (haha) was going in circles like a carousel. When I finally did find it (It's right next to Bank of America) I didn't and still don't know how to say ""Tagliatelle Bolognese"", so I showed the cashier who had pretty lashes a picture and she knew exactly what I was talking about. The service is very fast, I ordered and within 6 mintutes I got my piping hot meal of tagliatelle bolognese with two pieces of bread. I also ended up getting this cute, small dessert that looked like banana pudding( I forgot the name) while I waited for my food to cool so I wouldn't burn myself. The bolognese was delicious and didn't taste like grease, something I have tasted previously at other restaurants.

The bowls they give the food in is easy for taking home. All you have to is grab the available lids that are on top of the glass.
The meal was tasty and the price is so amazing! $8 for a great meal, I came right around Happy Hour.",4 star rating
36,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"Italian is my favorite food of all times. I'm always in the mood for some good pasta. I found this place on Yelp and since it's by my school I decided to give it a try. Let me tell you the pasta here is BOMB!! I got the tagliatelle pasta with the Alfredo sauce and it was probably one of the best I've ever had. The pasta itself is cooked al dente and tastes so good. The Alfredo sauce is very flavorful and creamy. The dish tastes like it was home made. It also comes with 2 bread slices.
Price is reasonable and you'll leave full - maybe with some leftovers as well.
The lady on the register was very friendly.

I'm planning on trying everything on their menu!
Can't recommend enough.",5 star rating
37,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,literally the best caprese sandwich i have ever had or could imagine having. any pasta w the pesto is solid too,5 star rating
38,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"Favorite dish: The pesto gnocchi and the turkey sandwich were really good.

Service: very helpful and friendly

Dining experience: The indoor dining area is very visually pleasing. The outdoor is very casual with tables and chairs

Would I come back? Yes!",4 star rating
39,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"Beyond yummy! Was my first time ordering from here and glad I did! I usually comb reviews to look for new places to eat since the pandemic hit and we haven't been able to explore the town for eats. This place is a gem! I ordered Tagliatelle w/ veggies + shrimp in a cream sauce! So so good! The shrimp was grilled/sautéed and weren't skimpy. The pasta was homemade and fresh! I could've used a bit more sauce but that's just a note to ask for more next time because there will definitely be many more times!
Absolutely five stars; taste, flavor, portion, timing!",5 star rating
40,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"My first and last time.

Not given a number for my order, staff who prepared my food did not cover their noses, and when they handed me my meal they did not put it in a bag or show me where utensils were.

I expect service, no matter how small the effort or task.",1 star rating
41,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"This was my first and last time at this restaurant. I ordered a fettuccine Alfredo and it was ABSOLUTELY DISGUSTING!!
I opened the container and it had an odd smell to it but I decided to give it a chance. There was barely any Alfredo sauce but I tried my best I mix it. I took one bite and closed the container. That was the lunch I walked from campus to eat.
When I called the restaurant to provide feedback, she said we are a fine dining experience in fast food environment. She kept saying I don't know what to tell you. Her ONLY suggestion was for me to bring back the food.",1 star rating
42,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"Honestly, a solid pasta place. I was kind of surprised that it was so filling and yummy. Very straightforward, pick a pasta and pick a sauce, add a meat for $3-4 extra. After tip, I think it came to around $20 but it was enough for 2.5 meals for me. Great portions. I got the pink sauce with chicken, and the chicken was perfect. I didn't like the side of bread it came with (was a cold, yellow, stiff herb bread) and wish they had a warm toasted bread option, but this place still gets 5 stars from me! Also, pasta was served al dente",5 star rating
43,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"The service was great. The young lady at the counter was very pleasant and even a couple of the line cooks spoke and said hello. I ordered to go, pesto with extra chicken made with the curly pasta, I added mushrooms. I love pesto with pine nuts. The presentation was great. I added garlic salt when I got to the office which made it better. I'd return again but will indeed make sure that I check for the extra chicken.. My order was $20, it WOULD of been worth it. I will try again.",3 star rating
44,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"Move in day at USC. Read the reviews and decided to give Il Giardino a try. The young man with curly hair at the register was great. He was informative, efficient and was running around trying to keep everyone happy as they waited for their food. The wait was long - over 15 minutes for sandwiches. I'll cut them some slack because they were probably short staffed on a busy day.

It bothered me was that the three men who were making the food weren't wearing their masks properly. One had his nose hanging out and the other two had their masks below their chins.

The sandwiches were good but weren't anything special for $12.",2 star rating
45,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,I really liked this place! Pasta was made to order and delicious! It was pricey but a big portion. I hope to go back once more before I leave this area.,5 star rating
46,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"This place is a village staple. It is one of the higher quality more affordable options that the village has. The premise behind this place is you pick your pasta and the sauce you want and can add protein. I have tried both the pink sauce and the arrabbiata sauce and they are both delicious. The pasta is always perfectly al dente and the sauces are flavorful without being too salty which is key. My only complaint is that the pasta could use slightly more sauce because there is just enough to coat the pasta but not enough to dip bread in and if you microwave the pasta for leftovers, it is slightly dry. Overall I definitely will frequently come back and try some of their other sauces as the pasta fairly affordable and great quality.",4 star rating
47,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,Delivered before estimated time. Sandwich and salad are delicious!!! Delivery guy on point THANK YOU!!!,5 star rating
48,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"The young lady who works up front is always super rude, but the food is pretty good. Maybe a little overpriced, but not a bad place to go if you're at the village and craving pasta. Just be ready for some attitude",2 star rating
49,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,I came here to grab a quick cookie and it was really good. Can't go wrong with a red velvet cookie here. The place has a nice ambience and the staff is chill.,4 star rating
50,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,I love this place .. great spaghetti mare .. so tasty ..I recommend it all the way ..great prices and super friendly .. thx for the extra bread ..see u soon,5 star rating
51,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"YUM, this spot was so tasty!! I originally came to the plaza to get Honeybird (smh still haven't tried it), and the smell of Il Giardino captivated me. Like that sh*t dragged my hungry body over to see what smelled that good. I was surprised by how cheap the pasta dish was, $9.99 for a pasta bowl. You choose your pasta shape/type and you choose the sauce. You can add toppings, and they make it fresh on spot. They have a super cool glass screen which allows you to see the pasta maker wheeling out fresh pasta, the cooks sautéing and grilling the meats and sauces. It was a vibe forsure.

They have pastas, salads, and sandwiches and the crowd in the restaurant looked like they were eating on all types of it so that reassured me that everything they were cooking was poppin! (Majority USC students/staff)

I had the pleasure of being helped by the manager who was so nice and happy to greet and assist a new customer. With his expertise choice from what my favorite things were; I got the fresh rigatoni with arrabbiata sauce and added a touch of cream (aka spicy pink sauce lol) and sautéed mushrooms.

DAMNNNNNNNNNN IT WAS FIRE! I ate it at work, in my cubicle, and had everyone mad they were microwaving their meal prep lol.

Enjoy great Italian food & come check this spot out!",5 star rating
52,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"One of my favorite spots for some pasta, their service is fast and efficient and food is always on point. I recommend the spaghetti mare",5 star rating
53,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,Where do I start...best lunch in a long time!!! I ordered penne with mushroom cream sauce and added veggies. It was beyond incredible. I ordered a side salad and asked for ranch or Cesar dressing.. they sent me a Cesar salad... holy cow... I sound like I don't eat out much... but i do.. that salad was absolutely perfect... shaved Parmesan cheese.. perfect amount of extremely tasty dressing and chilled to perfection. I ate all the pasta and half the salad.. so yummy!! Bread looked amazing but I was too stuffed to even try. Ordering again next week!!!,5 star rating
54,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"Truly a family friendly Italian restaurant. Everyone here is lovely. The owners mom is the sweetest lady!
The best Spaghetti Bolognese in town! Very fair priced and I'm surprised how many fantastic vegetarian options they have!
What a restaurant. I come here so often.",5 star rating
55,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"Super rude cashier, staff needs better training In basic human decency And situational awareness. Good food, clean.",1 star rating
56,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"I have tried almost all the eateries in the Village and II Giardino is a pretty decently priced place. Sure it's not a fancy Italian restaurant serving pasta for over $16, but it is comparable with the pricing being around $10. There are different combinations you could order. They have a variety of pasta and sauce options. I got the tagliatelle bolognese to-go and was surprised with the amount of pasta that was inside. Two small pieces of bread came with the meal as well. The bread was a little odd and had a strangely bright yellow color to it and had the consistency of a cake. Apparently, the pasta is made fresh every day and I do believe that. The tagliatelle I ordered had the consistency and look of what fresh pasta should be. I was very impressed, because fresh pasta is usually very costly, but this place manages to serve up a big portion for a fraction of the usual cost of fresh pasta at a fancy Italian place. The bolognese sauce was tasty, but the more I ate of it, the less flavor it seemed to have. Overall, this place is great to satisfy your pasta cravings.",4 star rating
57,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,Amazing Italian food. I was on the campus and in the mood for pasta. I was lucky enough to come across this place. Exquisite quality. Service was fast & staff was friendly. Also I found out that the pasta is home made. They make it at the restaurant and the price is hard to beat. If you want to have the same meal somewhere else expect to pay triple the price. The ambience is casual and the deco gives the vibe that you are in a fine dining. You can pick your pasta with different sauces. I tried the fettuccine Alfredo mushroom and it is to die for. It's a must! I wish I had the stomach to try the rest of the menu. Also try the tiramisu ( also home made ) park in the parking structure and they validate 2 hours for free.,5 star rating
58,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"Decent...vegetarian options are limited to a couple sauces, but overall it is a decent place to grab some pasta made to order!

My Order: penne pasta with arriabiata sauce.

Environment: former location of Badillo pasta, the layout is exactly the same with just a little different aesthetics and food options.

Verdict: better than Barilla (that was there before). It serves up a nice bowl of hot made to order pasta that comes with two slices of bread. It is filling and delicious

How to Get More Stars: offer more vegetarian options (ie veggies for pasta, etc).

Next Time: try the different types of pasta.",3 star rating
59,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"I came here because my friend/coworker raved about their Rigatoni with arrabiata sauce. Upon walking in I could smell the fresh pasta sauces and garlic bread and decided to give them a try. Instead of getting what my friend ordered, I got the Farfalle pasta with pesto sauce. I have to be honest and say that I was underwhelmed by the pesto sauce and enjoyed my friends Rigatoni more than my own order. I think this is a nice place for a student to get a good, hearty meal but not a place for screaming tastebuds that may be craving delicious and authentic Italian food.",3 star rating
60,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"Loved loved loved the gnocchi!! It was so thick and delicious and they give you a generous portion and two pieces of really soft bread, so it was super enjoyable! The handmade pasta really is amazing, and the sauce I had (tomato and garlic) was great too.

I wish they had more toppings (where the vegetables at??) but they're still new, so I sort of understand. I'll definitely come back once they add more options because it was so delicious, and the staff was so nice (our food came out super fast)! Would highly recommend.",4 star rating
61,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"An employee named Daisy was so incredibly rude that we complained on the square app to the restaurant...I will also personally go tomorrow to speak to the manager which the rude employee claimed there was no manager. Edge started out at 9pm telling diner the place was closed and to take their food to finish outside... things got worse from there. Daisy is an extremely aggressively rude person that does not deserve to work in customer service with people with such a horrible attitude. I am reporting this on all social media ...not done with Daisy yet...will be meeting with store owner manager...,",1 star rating
62,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"Il Giardino is pretty friggin' dank! I got the chicken milanese, pictured below. Roasted veggies were dank. All around, absolutely fire.

Joe, the owner, provides excellent service. My friend had a very unreasonable & picky request to ""heat up the bread on his sandwich"" which Joe happily did for him, ensuring the best possible customer service.

I'm a big pasta guy and would love to see a mizithra w/
browned butter dish on the menu. My only recommendation is to switch to ice that's in the shape of balls, it provides a better sipping experience (:

Thanks Joe, see you soon Il Giardino",5 star rating
63,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,Great place in the USC Village. Not a lot of seating but the food is fresh and the gnocchi is right on! I've had it three times with different sauces-can't get enough! Their side salad is HUGE and the complementary bread with the pasta is fresh and soft. My new fav there!,4 star rating
64,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,Amazing home-made pasta. So good. You can customize your order. I love the pink sauce and mushroom alfredo.,5 star rating
65,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,Awesome for casual eat in or take out Italian food. On a college campus so that is the vibe. Lots of people on laptops. Great food.,4 star rating
66,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"I come here at least once a week. Without question the best restaurant in the USC village. Their gnocchi with pesto is phenomenal. I'm also a big fan of their specials when they're offered. Their pasta runs a bit pricey but it's pretty comparable to the rest of USC's restaurants, and I always have leftovers. Great food with great portions.",5 star rating
67,https://www.yelp.com/biz/il-giardino-los-angeles?osq=Restaurants,"We'd just driven in to LA, it was a Saturday night, and all of the places to eat in the vicinity of our airbnb had loooooong waits. After a false start with another pasta joint in the neighborhood that looked a little sketchy, we found Il Giardino. I was expecting average pasta made by Americans. We got straight up authentic Italian pasta, cooked perfectly al dente, served by a real Italian! Three of us had bolognese and I had pesto. All delicious! And served with yummy fresh focaccia.

Our family had been traveling in CA for two weeks, and we were all a little sick of each other, so the super long table was a great way for everyone to get some much needed distance. The only thing American-style was the enormous portions, which meant the kids had enough to snack on the next day. Bravi, Il Giardino!",5 star rating
