,url,text,rating
28,https://www.yelp.com/biz/ben-and-jerry-s-san-francisco-4,"Male worker behind the table was very rude. Kept on telling me & my friends we had to have our masks on even though we had it on the entire time even before we entered the shop. If it was just for a sip of water under our masks that we bought from the shop, he still managed to yell at us as we were walking out from the place .... I know San Francisco is very strict with Covid but not to this extent. Never supporting this ice cream shop again, wasn't satisfied at all with their customer service",1 star rating
29,https://www.yelp.com/biz/ben-and-jerry-s-san-francisco-4,Totally depends on who is working. Could be nice. Could be mad at you for wanting ice cream when they are busy.,2 star rating
30,https://www.yelp.com/biz/ben-and-jerry-s-san-francisco-4,Terrible service and rude manager. Don't go here. You will get water thrown on you. Not happy with the workers or the ice cream.,1 star rating
31,https://www.yelp.com/biz/ben-and-jerry-s-san-francisco-4,"I ordered a cake for my daughters birthday and I asked it to be a little lively and a bit of color. They told me they can't do purple or pink and I said okay then red if possible. They didn't follow my instructions. It was the worse decision ever. This is the last time I ever spend so much $$ on a overly priced birthday cake. 6 years I ordered from them and I had a much better experience, with the cake they even were able to make a Elmo and a design. Honestly really upset with this, I'm better off getting a Safeway cake.

Ps. After the cake was cut, as good as I remember it to be! The taste was wonderful but i wish presentation was as good as well.",3 star rating
32,https://www.yelp.com/biz/ben-and-jerry-s-san-francisco-4,"Never been to this Ben&Jerry's store on Haight before, but tried today, ice cream looks very yummy, as usual, but attended pretty rude. My partner and I couldn't understand much what he was saying, and he yelled at us because my partner's mask was falling down and he was pulling it up to fix it. We understand the rules and follow it, but you don't have to be rude because a mask was falling down.",1 star rating
33,https://www.yelp.com/biz/ben-and-jerry-s-san-francisco-4,"Dont get me wrong, I am a real fan of ""Cherry Garcia,"" but $7.50 for a single scoop in a cone is expensive. It is nearly double the price of Mitchell's for a single scoop in a waffle cone and a quart of Ben & Jerry's at the market is less than $5. Convenience certainly dosnt come cheap in the Haight.
.
Located in the heart of the Haight, Ben & Jerry's serves up their signature Ice Creams in a variety of cups or cones. The servers are very helpful, patient and polite. I was offered sample tastes with out even asking for one.
.
Limited inside seated is available if you wish to avoid the sun.",2 star rating
34,https://www.yelp.com/biz/ben-and-jerry-s-san-francisco-4,"TLDR; so many rish and smooth flavors you can't go wrong

--

Your bones feel voluminous as if they may burst from pressure and the pain as if thousands of microscopic carnivorous rabbits eating the meat behind your eyeballs sends you into a slight shock.

You're lying face down on a bustling sidewalk and vomit out a foamy broth. You see the metallic pellet that is your temporal transponder puked out in the muck and instinctually pop it back in your mouth and hard swallow.

Time jumps are never fun.

You stand up, bit disoriented still, wipe your mouth, and look around. The rivers of people passing by don't give you a second look.

In your world, Ukrainian militarized dolphins that came through The Chasm and partied on spring break and enslaved the vast majority of humankind through advanced interstellar-technology and military strategy, have taken over the world.

https://bit.ly/2rJgGQT

You've time jumped to the not so distant past to convince Jeremy Wade, master fisherman and star of Animal Planet's acclaimed show, River Monsters, to help you catch and kill Rick the Dolphin, who will eventually become the dolphin's Supreme Leader.

You take a quick look around and see people everywhere. People. Just living their lives and all walking down the street.

You know you are on a tight timeframe but you see a Ben, Jerry, and Frank's and you can't remember the last time you had ice cream or if you'll ever have the chance to delight in some again. A quick stop won't hurt you think.

You walk into the Ben, Jerry, and Frank's and look at the flavors.

'Porpoise-fully Chocolate'
'Dare to Dolphin-ish the Pint Vanilla'
'Rotten Sex Moose'

Looking at the names of the flavors raises the alarm hairs on the back of your neck. Something is off. What's wrong with this Ben, Jerry and Frank's.

Then it hits you.

""Who the #$%& is Frank?"" you think. ""There's not supposed to be a Frank. THERE'S NOT SUPPOSED TO BE A FRANK!""

That's when you notice the shock collars around the necks of the visibly malnourished teenagers behind the counter. And the people walking down the street being poked with electric prods by the dolphins behind them.

It's been theorized that opening a time portal could also slit an entry into a parallel universe and you just became firsthand witness to that truth.

If this is no longer your world then do you still have your mission?

You slice the heads off the teenagers with your SpecterBlade to put them out of their misery and go behind the counter and eat handful scoops of 'Porpoise-fully Chocolate.'

The nano-tech combat suit you forgot you were wearing sparks back to life. They don't do well with time jumps.

The wetware port on the base of your skull warms slowly and your consciousness expands to become one with the suit.

You look at the Ben, Jerry and Frank's logo painted on the back wall - Frank the Dolphin with a smug grin holding the decapitated heads of Ben and Jerry - and decided dimension be damned. You're gonna bring the pain.

""God and the Devil may both reside in my soul,"" you say to yourself. ""One lives an apathetic life of leisure in paradise. The other exists in abject horror to make sure someone pays for the wrong they've done.""

Take another handful of 'Porpoise-fully Chocolate.'

""These dolphins won't have to guess hard which one has my ear.""",5 star rating
35,https://www.yelp.com/biz/ben-and-jerry-s-san-francisco-4,"The ice cream is delicious. The flavors have silly names. The fudge-dipped cone is awesome. Thanks for bringing Ben & Jerry's all the way from Vermont to this awesome corner shop.

I'm a happy girl when I have some...

Coffee, Coffee BuzzBuzzBuzz - coffee ice cream with coffee beans & chunks of fudge. Yummy!

or

Hazed & Confused - hazelnuts & swirls of fudge, also yummy!

It's a small shop, good for ordering on the go on a sunny day. There are a few seats along the window. Service is A-ok. Pretty expensive though, ~$5 for a small cup or cone.",4 star rating
36,https://www.yelp.com/biz/ben-and-jerry-s-san-francisco-4,"We stopped in after taking our photo just outside (obligatory H&A photo) to commemorate our visit to Hashbury. This Ben & Jerry's is super cool, and we had some Phish Food and Cherry Garcia ice cream to celebrate. The staff here was very friendly, and made small talk about where we were from as he scooped and scooped. The location is iconic, and the ice cream was delicious.",5 star rating
37,https://www.yelp.com/biz/ben-and-jerry-s-san-francisco-4,Ben and Jerry's is a staple. This is a great (and possibly the only) spot in SF to grab some from a brick and mortar. I love being able to get milkshakes.,4 star rating
38,https://www.yelp.com/biz/ben-and-jerry-s-san-francisco-4,"Yay for pumpkin cheesecake, was really good! Nice to see them still around despite the onslaught of the high end artisan ice cream and froyo stores that seem to be popping up everywhere.",3 star rating
39,https://www.yelp.com/biz/ben-and-jerry-s-san-francisco-4,"The Ice cream here isn't the greatest selection but the neighborhood is iconic. Stopped in for a picture, some cherry Garcia ,and a stroll through one of the most interesting places I've ever stepped foot in. Cool time",3 star rating
40,https://www.yelp.com/biz/ben-and-jerry-s-san-francisco-4,"Paid like $5.50 for an extra small ice cream which is whack because I could've bought a pint for about that much at Safeway, but I love the location, the staff and the fact that they have a couple of almond milk ice cream flavors that aren't in stores yet!",4 star rating
41,https://www.yelp.com/biz/ben-and-jerry-s-san-francisco-4,I love their ice cream here but there's a super rude dude who works there. He is always sorta hostile and condescending when you have questions.,3 star rating
42,https://www.yelp.com/biz/ben-and-jerry-s-san-francisco-4,"I will always have a wealth of appreciation for Ben and Jerry's. Especially this location, for a variety of reasons:

1.) Jerry went to Oberlin. (http://www.highbeam.com/doc/1G1-177912901.html) Nough said.
2.) I love all of the artwork associated with Ben and Jerry's.
3.) The tipping bell here is genius. Though I've seen many a shy server blush as some lame-o throws in a nickel - and they have to ring the darn bell in order to acknowledge the gesture.
4.) Waffle cones.
5.) Thick, can barely make it up the straw - shakes
6) Unreal moist brownie sundaes, topped with smooth chocolate syrup.
7.) Creative ice-cream flavor names.
8.) The leisurely walk down Haight street with my melting mound of frozen milk glory (familiar Haight smells go nicely with ice-cream)
9.) Cherry Garcia Ice-cream.
10.) Even better - Cherry Garcia Frozen Yogurt.

Trust.

(http://www.yelp.com/events/san-francisco-free-cone-day---ben-and-jerrys---tues-4-21-09-12-8pm)",5 star rating
43,https://www.yelp.com/biz/ben-and-jerry-s-san-francisco-4,"[M]ona: 3 Stars
[W]ayne: 3.5 Stars
Average: 3.25 Stars

+ Accepts Credit Cards
+ Good Ice Cream
+ Lots of Variety
+ Extensive Menu

- Hard to find Parking
- Expensive

[W] This is one of the few Ben and Jerrys left in San Francisco. I swear we are getting taken over by all these Frozen Yogurt aka ""Froyo"" spots in the city. What ever happened to just good old ice cream anymore? I remember when they use to have a large location near my grandparents house in the North Beach district and they would hold a one day only all you can eat ice cream once a year. My childhood memories were eating roughly around 22 cones in one day.....NO LIE!! Anyways today we came here because Mona had a coupon that she wanted to redeem. We ended up getting 4 pints of ice cream plus a smoothie and a orange gatorade haha. Yea yea, I got a gatorade so what?? Stop the HATERADE oHHhhH........(yes very tacky). Anyways this place is usually pretty busy since it's in the heart of the Haight/Ashbury neighborhood.

I feel kind of bad and at the same time not too bad neither because while we were waiting in line, there was a girl in front of us that was totally skipped. I guess the guy behind the counter thought she had already ordered and I though so too until she said ""he just skipped me."" Well lady, don't tell me, tell him!! Haha. Too bad so sad, should've spoke up so they could hear you! I just felt bad because she just walked her little self to the back of the line so they could see her. If that was me, I would've just caught one of the guys attention. I mean, I was holding 4 friggin pints of ice cream [http://www.yelp.com/biz_photos/VAyb61CscwPslmFYZvR7Sg?select=9PiV0vkHk-xLlMaOD8IlYQ] and wanting to order more. Who do they really want to service first? Haha....... man i'm going straight to hell lol.

Anyways, today we got the ""Imagine Whirled Peace"", ""Milk and Cookies"", ""Mint Chocolate Cookie"" and ""Magic Brownies""...can you say ew? lol. Well we just took everything home before it all melted. I really enjoyed the Milk and Cookies ice cream. It had a healthy serving of cookies in there. The flavor was sweet and yummy. It was also the same for the Mint Chocolate Cookie as well but I think I preferred the Milk and Cookies better. I tried a little bit of the Magic Brownies that gave me Magic Brownies in the bathroom lol i'm jk. It was basically blackberries with sweet cream ice cream and brownies. The flavors in my opinion didn't fit my palate so i'll leave that for Mona to finish. We have yet to open up the Imagine Whirled Peace but Mona tells me that it's her favorite so maybe we'll review that later on.

Overall parking here is horrible and luckily again I had the Miata and was lucky enough to just circle the block once until I spotted a guy coming out of his parking spot and I quickly jumped on it. It's great to come here and get a nice little cone on a hot day to refresh yourself and enjoy all the little independent shops here. The Haight/Ashbury is famous for this plus all their tattoo parlors and diverse population within this community. Check this place out if your playing the tourist roll or even if you're locals =P",3 star rating
44,https://www.yelp.com/biz/ben-and-jerry-s-san-francisco-4,"Came in earlier armed with a Groupon and the intent to use it on a birthday cake for my brother. While I was trying -really- hard to be nice while in the store, my interactions with ""the cake guy"" left me confounded afterward....upon locating the cake I inquired about, he said that he easily identified me as a Groupon user. He just knew so based upon catching sight of me, but didn't care to explain further. Really? Cause I'm curious. Was it my ethnicity? Or what I was wearing? Maybe I'm not hipster enough for the Haight...or do I just look cheap? Didn't ask, but I'm sure it was negative.

He then told me he couldn't write happy birthday on the cake since that was for custom orders and other times when he felt like it. And that I needed to get back in line to pay, since he had to be fair to others. Thanks, but wasn't planning on cutting the line anyway.

The cashier was nice, hence the three star rating. But I don't get it...yes, I'm a groupon user, as if half of San Francisco. If your business wants to treat it's coupon using customers like second class citizens, then maybe you shouldn't sign yourselves up for the site in the first place?",3 star rating
45,https://www.yelp.com/biz/ben-and-jerry-s-san-francisco-4,"When I'm in the area, I try to get some ice cream, mostly because it's my addiction. Ben & Jerry's has never done me wrong, but the last couple of times I've been, it's been only because I like the ice cream and nothing else. PLUS it's nice to bring ice cream to friends that work in the area!

The last time I was there, there were transients in the line, which I have no problem with. The problem I had was that they were cutting the line and stealing the ice cream cones. I was surprised that this happened, but what made it worse was that the person working did NOTHING. By the end of it, you had a bunch of confused customers and missing cones.

Food: 8/10
Staff: 7/10
Atmosphere: 6/10
Value: 8/10
Overall: 7.25/10",4 star rating
46,https://www.yelp.com/biz/ben-and-jerry-s-san-francisco-4,"I love that this spot has 2 non dairy options! I got a scoop each of the non dairy cookie dough and coconut caramel flavors. So delicious! Only downside is there isn't anywhere to sit, but a good window view to stand and enjoy your ice cream.",4 star rating
47,https://www.yelp.com/biz/ben-and-jerry-s-san-francisco-4,Place is great and the people are lovely but the pints in the freezer are usually freezer-burned,2 star rating
48,https://www.yelp.com/biz/ben-and-jerry-s-san-francisco-4,"How could you not love having a little piece of ""Vermont's Finest"" smack dab in the heart of the Haight? The ice cream here is pretty tasty, but can get very pricey, especially if you order items like milkshakes and sundaes. I like that they have a large variety of waffle cones and bowls for sale, and that they allow you to mix as many flavors into your milkshake as you would like. The workers here are very friendly and are always more than patient when waiting for customers to order or when sampling out flavors.",4 star rating
49,https://www.yelp.com/biz/ben-and-jerry-s-san-francisco-4,"After a day spent shopping around Haight with some friends, we decided to end it with a cup of ice cream.

I've always loved Ben & Jerry's ice cream. It's very delicious and I buy pints for myself whenever I feel like I deserve it. This is a nice little shop, but it is admittedly over priced per serving which is why I avoid going there.

The times I do go there, I try to get the flavors that are not sold in stores or are 'test batches.' I glanced around and I saw the Schweddy Balls flavor and it killed me so I HAD to get it. Whoever doesn't get that reference needs to watch SNL more.

Anyway, the flavor of the ice cream itself seemed promising. Vanilla ice cream with rum flavor and rum balls/malt balls tossed inside. Actual ice cream tasted good but rum balls were mushy/interesting but not my thing. I liked the malt balls though.

I got the small size which is $4.75.

Worth going to if you only get the shop only flavors!",4 star rating
50,https://www.yelp.com/biz/ben-and-jerry-s-san-francisco-4,"The only reason I'm giving 2 stars is because the cake was good. I ordered a cake for a company party on Wednesday I was told the cake would be ready to pick up by 10:00 am Friday. When I arrived to pick up the cake I was told my cake wasn't going to be ready until 11:00am, which wasn't going to work because the party started at 11:00. Anyway I talked to the lady who was making the cake and she kept telling me my pick up time was at 11:00 and the cake wasn't ready yet. I told her I wouldn't agree to that time because the party starts at 11:00 but whatever, she told me she could finish the cake in 15 minutes. The cake I received was the most hideous thing I ever laid eyes on! I'm so disappointed in Ben and Jerry's and if it wasn't a cake for my company I would have refused to accept the cake and demanded a refund!",2 star rating
51,https://www.yelp.com/biz/ben-and-jerry-s-san-francisco-4,"Sweddy balls anyone? lol

We came in here to try it. Good thing they offer small samples prior to ordering a full cup. That sweddy balls flavor was ok. If you are into rum then maybe its for you. I did samples of other flavors and ended up with the Late Night Snack. This flavor has potato chips in it. It was on hit. Thanks friendly associate. But for $4.75 a small scoop i only can come here when I have extra dollars in my pocket. The 1 pint in the freezer is only a $1.25 more with almost quadruple size the amount of ice cream. Ben and Jerry's ice cream is more packed in filling than the small mom and pop brands[Joe's and mitchells] that sell a single scoop for about $3. You wont find the traditional, plain flavors out here. Pretty similar to a coldstone creamery but these are all premixed in the bucket.",4 star rating
52,https://www.yelp.com/biz/ben-and-jerry-s-san-francisco-4,Cherry Garcia is my favorite. This is a great traditional ice cream parlor and the place is really nice,5 star rating
53,https://www.yelp.com/biz/ben-and-jerry-s-san-francisco-4,"What's up with the pint prices? Prepacked pint is $7.25. Handpacked is $6.25. If you go to Whole Foods, down the street, a pint is only $5.49.

They have the classics: cherry garcia, phish food, chubby hubby..

If you are in the mood for chocolate and nuts try- NY super fudge chunk",4 star rating
54,https://www.yelp.com/biz/ben-and-jerry-s-san-francisco-4,"How long will a girl wait in line for two scoops of cookies and cream ice cream in a waffle cone on a Saturday afternoon? And How much will she pay?

Well, if it's Chandra D aka me, then the answer is 25 minutes and $9.75.

SAY WHAT! Yeah, ya'll....ridiculous, but I REALLY had a craving for some ice cream. I was stomping around the Haight visiting my favorite thrift/vintage stores and had a hankering for some ice cream, so I stepped in to Ben and Jerry's.

The two employees were nice, but so doggone slow! I get it! You like to chat with your customers, but c'mon! When the line is out the door now is NOT the time to discuss how you're from Boston, and you hate the Yankees, and you'd rather see the Yankees lose more than you want the Sox to win, and you're sorry you missed out on scoring tickets to The Outside Lands festival. Good lord, man!

I was also a little grossed out by the frozen fruits they had. They looked like they had freezer burn and some of the raspberries looked like poop. Yuck.

Anyway, the ice cream was okay, but way too expensive!",3 star rating
55,https://www.yelp.com/biz/ben-and-jerry-s-san-francisco-4,Great options! Just wish they had more seating. Had vegan-gluten-free stuff that actually tasted good!!,4 star rating
56,https://www.yelp.com/biz/ben-and-jerry-s-san-francisco-4,"Vegan ice cream!!!! PB & Cookies, Chunky Monkey, Coffee Caramel Fudge, and Chocolate Fudge Brownie.

Divine",5 star rating
57,https://www.yelp.com/biz/ben-and-jerry-s-san-francisco-4,"Went to grab a milkshake at 9:15pm on a Friday night, and they were closed 45min. early. They don't have hours posted on their windows or doors to almost allow for the ability to open and close when they please. There was an employee inside who we tried to get an explanation for their early close, and he was very unfriendly. If your hours on websites are posted, please do your due diligence to ensure you follow them, or update them.",1 star rating
58,https://www.yelp.com/biz/ben-and-jerry-s-san-francisco-4,"Ben & Jerry's on Haight&Ashbury.

How can this place not be good?",4 star rating
59,https://www.yelp.com/biz/ben-and-jerry-s-san-francisco-4,"I only got water here, so I can't say much about the experience, hehe. The inside was clean and the cashier was cool. I'm sure the ice cream is consistently good at all locations.

It was cool to hang out on Haight, as I have never done that until last month.",3 star rating
