,res_url,res_reviews,points
12,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"I knew this was going to be a grimy spot to pre-game - it's between a college campus and two major sporting arenas. What I WASNT expecting was how friggin delicious the burrito would be. Granted, I was buzzed and starving, but this super Americanized chicken burrito was absolutely rad. Very little rice, minced little crunchy bits of chicken, and like 80% refried beans combined with silky queso. It was like the most elevated version of a Taco Bell burrito ever. I'm not describing some sort of authentic, gourmet burrito here, this thing is a trashy food-tube that spanked. I'm craving it as I'm writing this. Only God can judge me.

Don't order any cocktails - they appear to only have a beer and wine license, so it's a lot of cash for a wimpy drink. Bathrooms are disgusting. I'm still giving it four stars.",4 star rating
13,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"Best Micheladas I've tried! They must have a great recipe! The ambiance is great. Friendly and fast service. All the ingredients tasted fresh.
The only thing I can say I disliked was the yellow cheese on the carne asada fries. I couldn't tell if it was nacho cheese or American cheese. I prefer to keep my Mexican food as authentic as possible.
But that's personal preference. I would go back and try different flavors of Micheladas. One was enough for me!",5 star rating
14,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"I wish I knew about this place a long time ago! This restaurant has the most authentic and strongest micheladas I've ever had! You will be disappointed. The presentation is also 10/10, beautiful. The have a lotería theme and it's done very well, aesthetically pleasing and a great place for pictures! The service was very good but everything took a long time! They only had one bar tender but maybe it's because I went in the afternoon? Despite how delicious the fries look, they were actually pretty mid. The Al Pastor was not seasoned well and I was disappointed. I didn't finish the whole thing. Next time I'll try something different from the menu. However, even if it's not the best food, it's still a great place to grab drinks!",4 star rating
15,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"Jess is awesome she makes the best drinks
Nachos were yummy definitely for sharing. I recommend the mango with chamoy margarita:",5 star rating
16,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"Came in cause I was craving one of their tortas, unfortunately they were out of all tortas, fish tacos, shrimp tacos, and sopes. Bit disappointing. We ended up order a few drinks and the nachos with carne asada. The nachos were $26 and definitely not worth it. They were bland and didn't have a decent portion of meat. Large plate but filled mostly with chips and cheese to stuff you. Wouldn't recommend. The beer was well poured and chilled. Miche was decent. The waiter and bus girl were probably what saved this visit. Both were extremely friendly and attentive. Vibe is solid, mostly full of customers coming in to watch the games. Solid bar atmosphere. There's no parking lot so make sure get there early for street parking. Otherwise Uber cause you'll have a hard time finding a spot due to its closeness to USC & BMO stadium.",3 star rating
17,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"We came to this establishment on Friday, Nov. 11 before 4p. A friend of ours recommended this place to meet before the USC v Colorado game.

The place is very relax and chill. Huge space divided into two sections. It was still quite empty at the time. First thing I noticed was that there was only 1 server working the floor. It her 10 minutes before she got around to our table.

Awesome Micheladas and the Carne Asada Nachos is delicious. It's a great for sharing.

As the crowd got bigger, the service level started to deteriorate. At one point, she was apologetic for taking too long to get our second order of Chuper Nachos. I don't understand how owners/managers they set their staff in that position. If you are understaffed, why don't they just close the other section? They got additional by then but still not enough to maintain a high service level considering all tables were full with at least 4 -5 at each table. Our table was very patient and understanding. As a matter of fact, we felt bad for the staff. The management set them up for failure.

If you are in the area, I would recommend this place. Avoid days/night when there's a game going.",3 star rating
18,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"This is one of my favorite spots to hang out after work. Such a good vibe, great music. Came to play a card game with friends, perfect way to destress. Server was very attentive and nice.",5 star rating
19,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"First time here great experience, the service was great. Next time Marcos he'll take care of you guys.",5 star rating
20,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"Love this spot, they got the best micheladas , service was great and our server Jay was very helpful .",5 star rating
21,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"First time here. Amazing place to get a drink with your friends !!! The taco Tuesday deal is hard to beat, will definitely come back
Thank you Jay for your excellent service",5 star rating
22,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"SHEESH! their drinks are great. I personally love their micheladas, but their cocktails are great too. For food, have to get the asada fries. They're great and I love the loteria decor. As a guero, this is the SPOT for some good drinks",5 star rating
23,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"We stopped in for lunch. The carnitas tacos were great! Flavorful and the picky eater I had with me finished his plate. That says something to me about how good the tacos were. You never know what you are getting in this area. I'm not a fan of chain eateries. We will be back! The service was great. There was only one server and she was great. I wish I had cash to tip her. ""Next time"". Two more things, love the coke in cans with ice cold glasses. AANNNDDD I loved the ""no modifications"". Keep it real La Chuperia. We will be back next week.",5 star rating
24,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"First time here I really have nothing bad to say, I went here ona Sunday around 4pm. The waitress was super sweet and attentive plus the food and drinks were good. I'll definitely be returning next time I visit LA",5 star rating
25,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,Service was quick and Marcos was fantastic/attentive. My favorite food item was the chorizo tacos. Fun ambiance.,5 star rating
26,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"Interesting little spot near USC, where the theme of the bar is Lotería!
Jess, our bartender & server was really sweet, kind and very well interested in connecting with us.
Definitely a place to check out!",5 star rating
27,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,Get the fries to share w friends! It's massive and cheap. Convenient place to eat before or after a soccer or football game. Good music too. Fight on!,5 star rating
28,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"This is my first time here and the tacos are fire They taste like authentic street tacos. The tortillas are handmade and the sauces are delicious. It's hard to find a truly good Mexican restaurant. I enjoyed my cucumber lime margarita, is ''twas refreshing! My server was polite and she made sure everyone was taken care of at the lunch hour (which is hard to do with so many people needing to leave to make the lunch break). The ambiance is more of a club vibe, which makes me think many of the students at USC must come here in the evenings. All around I love it!",5 star rating
29,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"I don't write many reviews, but sometimes things happen and you have to share your experience.
First of all, Stephanie our hostess/server/bartender was AMAZING, even tho she was set up to fail by management.
Maybe this was an anomaly, but it shouldn't have ever happened.
1 person having to sit customers, take their order and make their drinks is insane.
There was about 5 tables taken and a party of 30 coming (that they knew about) for 1 waitress. At the same time still having to help new patrons walking through the door, hold up, people weren't allowed to walk in. They were making people wait outside for Stephanie to go get them. I saw people waiting 15-20 minutes outside to get in and expectedly saw some leave.
For this to happen on a Sunday afternoon, with a reservation of 30 and a Mexico soccer game, WOW.
I'm sure nothing will come from this review.
What I hope is that management thanks Stephanie for working her ass off and simply that they do better.",1 star rating
30,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,This place is so cute! Marcos was the best!! Super nice! Even when we experienced a little problem he dealt with it so amazingly and kindly!,5 star rating
31,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"Pretty bare bone's operation here as it kind of looks like a half built bar on the inside lol. After the LAFC they got swamped with traffic and looked like only two servers for 12 tables. The servers worked their asses off and my group tipped them generously. It just seems like a crappy situation as not enough staff to handle these many customers after a game.

The Miche was so flavorful and well seasoned! Shrimp were perfect. I give only 4 stars because management should start hiring more people to handle crowds rather than ride a few servers into the ground.",4 star rating
32,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"A few coworkers and I decided to stop by for a few margaritas and we had such a fun time!! Shout out to ITZEL for making the best drinks and best service!!!

Parking- Plenty of street parking. Usually stop by around 7 pm.

Reservations/Waitlist- We have always been sat right away without any reservation. If you go to see a game or fight make sure to get seats ahead of time.

Drinks/Food- GET THE MANGO MARGARITA IMMEDIATELY!!!!! These are so BOMB.

Service- We have been seated with Itzel multiple times and she is great! Our drinks and food come out right away, and even though she's always busy she always finds the time to check on us and make sure we are good!

Overall this place is fun for drinks after work, games, and a cool hang out spot!",5 star rating
33,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"This place isn't good.

First off they make people wait outside for whatever reason. The place was empty and I waited 15 mins to get inside. Second the food isn't fresh, I ordered the milanesa torta and the milanesa was rock hard and obviously cooked several days ago. Their micheladas aren't that great either. Came to watch the Angel city vs OL Reign game since they were having a ""Watch party"" - the tv's didn't work. Very lame place and never coming back.",2 star rating
34,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"Oh my goodness. This was completely random and just spontaneous, but I really was craving a good street taco and ran into this place. The only thing that I have negative to say and it's not even that big of a deal was that they opened a little bit later than it said online, but for real this was one of the best tacos I've ever had! Hands down. The meat, the tortilla shell, the salsa...everything was just absolutely incredible I wish I ordered 3 orders lol seriously one of the best things I've eaten in LA under any category of food. DEFINITELY A MUST TRY!",5 star rating
35,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,We loved this place and will be back next time we are in Cali. We unfortunately did not get to try out the food but the drinks were delicious! Service was friendly and quick. Atmosphere was great! We went on a Friday night and it looks like people get some drinks while they catch up with friends/family. You get seated so we did have to wait outside a bit. The DJ plays great music! My husband and I wanted to start dancing LOL. I especially liked the shot with michelada mix. First time having one like that and it was so good!,5 star rating
36,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"The drinks here are gross, and it's dead. The service was ok though. They should hire a bartender so the drinks are worth the price and so they taste good.",2 star rating
37,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"I visited La Chuperia for the first time on a Friday evening. The wait to be seated was brief and the staff were friendly. The bar's casual vibe was perfect for chatting while grabbing a drink and some botana. As a person on the shorter side of the height spectrum, the tall bar stools with no back rest made it a little uncomfortable to sit for a couple of hours. But, the DJ's jams were well worth it!

As far as food goes, I tried the the Chuper Fries which were good. I appreciated that the ingredients were spread across the plate rather than piled high and that (at $24) the portion was big enough for two people (and would have probably satisfied 3).

The drinks were delicious for someone with a sweet tooth like myself. The Chuper Agua de Jamaica was perfect for a more subtle taste of alcohol, while the Chuper Mule and the Mango Margarita had an extra kick.",4 star rating
38,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"I've been going to the other La Chuperia establishments for the past few years but this place tops all of them. The ambiance, food and drinks were wonderful. Our server Itzel was amazing and attentive to our needs we will definitely be coming back.",5 star rating
39,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,The food is really good and the beer is top notch. I enjoy their Michelada's. The ambience is pretty nice too.,5 star rating
40,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,Tortas de milaneza are elite! Rissa was super attentive and kind throughout my time here!,5 star rating
41,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"Came here on a boxing kinda night. They charged an entrance fee, simply because of the fights. Great big TVs all over the place. A tad pricey, but they have happy hour. Didn't try the food since we only had some beers. Nice ambiance. Will def go back.",4 star rating
42,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"We discovered this gem by mere luck yesterday looking for a spot to escape the heat and WOW!!

The food quality and presentation were excellent, as were our service and the prices. Breanna, our server, noticed me looking over my shoulder at a TV screen and changed the channel on the screen ahead of me so I wouldn't have to look behind me...all on her own without me asking. That's incredible customer service.

Will be our regular go-to ahead of our LAFC matches.",5 star rating
43,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"Best service!
The server's have a lot customers and still are pleasant & attentive.
Stephanie was welcoming & awesome!
Latino American vibes
Taco, guacamole, wings are the best quality!
The cooks know what their doing
Thank you!!!",5 star rating
44,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"Very loud no parking!, have yout ID ready are you cant get in, Drinks are decent food not so much",3 star rating
45,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,Very disappointed that after 30mins the food did not come out. I cancelled my order because it should not take over 30mins to get an order of nachos & queso fundido.,1 star rating
46,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"We went over for our friend birthday, Itzhel was the serve/bartender, she was really amazing, the mule was definitely my favorite. The asada nachos were amazing,, place has lots of tvs so is good to go over and watched some sports. The michelada a are really good. I will definitely recommend the place.",5 star rating
47,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"After a stroll through the rose garden and taking in an imax movie on the Angkor exhibit, I stopped by for an early evening beer and snack at la chuperia. Es viernes y el cuerpo lo sabe. Although it took surprisingly long to get in (10 minutes), the music is fun and the service is great.

Ask about the local beer for discounted prices.",4 star rating
48,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"Ok. I got peckish for a little lunch after a massive hike in the morning. This place was just opened. I could do some Tacos! Also they are known for there Micheladas... It's gotta be 5oclock somewhere!

There lunch menu was super reasonable with one of the most flavorful sauces I've had in a minute. I got 3 Tacos with different meats but the carne asada taco made me stand up and sit back down again. GREAT!

Now let's talk about the Chelada, that was a snack on its own! Two hefty shrimp and packed to the rim. I can imagine this place getting crazy busy. At the front when you walk in I see the SoBe ropes where a promoter would do their thing while an obvious area for special parties or bottle service, and like the TARDIS this place is larger on the inside then it looks from the outside. The sound system is an array of Mackie 12s jammin a lot of the Conejo Malo that sounds pretty great. If I wasn't leaving LA today I'd come later to check it out. Thanks Vivian (waitress) for being attentive and for the recommendations.",5 star rating
49,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,BOM tacos with handmade tortillas. Al pastor was my favorite. The guacamole tasted like it had been in the refrigerator for a while but was still ok. The red salsa is better than the green. Loved the decor and the awesome customer service. Itzel was awesome recommending the good stuff for drinks and foods. This is cool little hangout with chilled vibes and good Mexican botanas.,5 star rating
50,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"Our time here was lovely. We ordered chicken and asada tacos. Then we got the chuper nachos. Our server, Jess, was super nice and helpful. We had so many questions for her and she answered everything with a smile on her face. She was so sweet! Great experience curated by Jess!",4 star rating
51,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"Sunday 1/28 my friend and I decided to check out the restaurant for the first time and watch some football. We arrived as soon as it open and we were the first customers for the day. Edgar greeted us with a smile and welcomed us on our first visit. Edgar's service was a 10/10 he was the only person making drinks, taking orders, cleaning tables for about the first three hours. Let me tell you he was an amazing one man show while his attention to customers and service did not suffer. The entire time he made sure we were well taken care. We stayed for two back to back games so we where there for about 5.5 hours during & that time we ordered the cheeseburger, torta chilanga for the first round (lunch). Then for dinner we had the carne asada sopes and tacos and let me tell you everything we ordered was delicious. Drinks were a 10/10 as well. Edgar's service was so good I even asked him if he was the manager, he replied ""No"" and I told him ""Well you need to be with this awesome service and attention to detail you provide"". With this kind of service, kindness and friendliness, great food & drinks we will definitely be back with more friends & family. If your lucky enough to have Edgar be your bartender/waiter you are in great hands!!!",5 star rating
52,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"I have only great things to say about La Chuperia. Starting with the host out front to the server, drinks, and food...all were amazing. The host was really personable. While we waited for our table to be ready (a few minutes), we chatted and he recommended the fish tacos and burrito. We were then seated and our server was super sweet. We ordered the mango michelada and a mango margarita to start. The drinks came out quick and they didn't disappoint. For lunch we ordered the torta de milanesa, potato taquitos, asada tacos (not pictured), and fish tacos. Everything was excellent and really fresh. We left happy and satisfied. The food definitely hit the spot. And the vibe inside the restaurant is relaxed. The music is a little loud but i love that personally.",5 star rating
53,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"Good and drinks with a splash of sports, it's a YES! Friendly staff, food was good , the place was empty since I got there when they barley open. Only knock is that the website says $7.00 for beer with all the trimmings like Chamoy sauce and the hot power.. but they charged me an additional 5.99 other that it was good.",4 star rating
54,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,Edgar was very pleasant! Love him!!! He was nice and had all the vibessssss!!!!! He gave us suggestions since it was our first time here and we loved our drinks! Thank you Edgar(:,5 star rating
55,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"10/10 service, Edgar was awesome! The service was quick and the drinks were great! Will definitely be coming back",5 star rating
56,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"I have been eyeballing this spot for a few years now. However, a friend had suggested to come specifically to this one, and I believe I had the Mission location saved. Finally went in with her and her boyfriend yesterday and I must say, it was great. Got a mango miche to start and a chorizo and asada taco. One word to sum it up, BOMB! I wanted to try a cocktail and so I got a cucumber cilantro cocktail which I saw on their IG, but was not on the menu. My friend got the half nacho half fries and my goodness... these were soooo good..

Not knowing when we arrived, Mexico was going to play against Canada... and of course, Mexico won, making it a good ending to our night. Glad I waited since I have a location here in Alhambra, but because of my friend's recommendation, we came to this one. Service was exellent, and the two brothers (owners) were very nice. Definitely an awesome spot and one my husband and I will bring my brother(s) in law to.",5 star rating
57,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,We had some delicious food and drinks and we had the absolute best server Jay !!! We are definitely coming back ! We love the vibes/ ambiance!,5 star rating
58,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"Why is the wait outside so long? You guys make people wait outside like it's some sort of high demand club we just wanted a freaking beer !!
Whatever happened to walking in to a bar sitting and asking for a beer?",2 star rating
59,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,Wow. !! I was there with my family a week ago I loved it Good food Good prices and the girl who served us was very friendly Of course I'll be back!! the place is nice and clean.,5 star rating
60,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"This meal wasn't bad at all. It wasn't amazing but also it wasn't bad. The positive first! The nachos were delicious! The guacamole is college kid acceptable. The drinks are on point and filled to the brim.

Now the negative... It's been about 2 months since I've eaten here and I can't unsee the caca vein in the bacon wrapped shrimp that adorned my Michelada... I can't get past doodoo in my shrimp.

Outside of that the drink was AMAZING of course but I just no next time I won't order the drink with bacon wrapped shrimp!",3 star rating
61,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"Rissa had great service and was very attentive.
Will return for another round! Thank you Rissa!",5 star rating
62,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"Excellent Guacamole and Salsa, the Michelada's are awesome ! And the Milanesa sandwich was really tasty, The only regret I have is that they don't devein the giant shrimp that comes in the Michelada, so we all left it alone. The service was great and all around did not feel hurried.",4 star rating
63,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,Food is very good I highly recommend this place great costumer services itzel great waitress we felt very welcome once we walked in ....amazing place to have drinks and food,5 star rating
64,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"Totally like this place but I give a lot a credit to Breana who made this place fun and legit hustling, I will come back not only because of her service and being a pro but mainly because of her awesome to kick it with and her music selection is on point!",5 star rating
65,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,Thank you brianna for the service I loved it super fast and even by being the only server it was fast and efficient . The drinks were bomb and she was very friendly and made us feel confertable and I was very satisfied with her customer service!!!!!,5 star rating
66,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"Update:

After we finally sat down and got a table unfortunately the service wasn't the greatest, they were so packed and under staffed that it took a bar tender to take our order and to top it off we weren't even attended too as much as everyone else. I understand every industry is struggling and recovering but if that is the case then don't over pack your facility and have a time limit on each table.

When finally did get to place our order two of my sisters drinks literally didn't come out until almost right before the food came to our table which was literally 1 hour and then my order didn't even come out with everyone else's and the fact that they were shareable items I basically requested to cancel my nachos cause all of my sisters fed me food from their plate.

Then when it was time to pay I noticed a discrepancy in our bill and I literally had to argue with our bar tender/server to take the item off as we didn't order it and it was brought to our table by another server as a complementary dish.

Overall, until the owner gets things under control I wouldn't never come back to this location, there are other locations I'm will to try as the food and drinks weren't that bad to drink and eat again, just this location was horrible! But I guess that is what happens when the owner is young and wants to be part of the cool kids club!",1 star rating
67,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"Drinks and food were good!
The ladies working there are awesome.
Service was great. On game nights the place is rock-in.",5 star rating
68,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"First time at La Chuperia; went to the one off of Flower st. Brianna was so cheerful and courteous, she made our visit very pleasant.",5 star rating
69,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"We got there pretty close to opening, they immediately sat us and took our drink orders. Overall, we had great service and the ladies were very sweet. Pricing was decent also for what you get.
Drinks: The Chuper mango cart michelada was pretty good, except they use frozen mango chunks instead of real mango and they were large pieces so wasn't the greatest. The chupaloma was very bitter but not horrible.
Food: I got the carne asada tostadas and the tostadas were very stale. I asked the server if I could just get tortillas instead and she did it with no problem, and took the tostadas off from our tab. I told her it wasn't a problem and the food was still good but she insisted.
Location: very rough area as far as parking. There isn't any designated parking spot specifically for the restaurant and the only spot was a parking garage to pay for parking. Just not very ideal.",4 star rating
70,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"My friend and I came on 7/23/2023 around 4pm after a very long shift at the hospital and our server Jess was so nice! She picked up on the fact that we were pretty lost on what to order and she was very helpful in suggesting items. We ended up getting a wild berry margarita and a chuper agua de piña along with a queso fundido. The micheladas we got after were DELICIOUS. Jess offered us a free shot on the house which was so generous, I'm definitely coming back.",5 star rating
71,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,I never felt like I had to look for the waitress she was always there. The food was great and short time to wait !!,5 star rating
72,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,I stopped by today with my boyfriend & Jessica was a great server ! She was kind and very helpful. The food was great and she made sure we had a good time. Thanks Jessica for your service!,5 star rating
73,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"Coworker and I came for happy hour. Our sever , Rissa was very sweet. She was attentive and told us about the happy hour specials. Everytime I came here it's been a great experience, would recommend.",5 star rating
74,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"Limited menu during local sports games. No spirits, just wine and beer. Food is decent, service is good",3 star rating
75,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,Okay okay I know I wasn't the only one who thought it was a white washed restaurant overhyped by college students. So let me just take all that judgment back! The food is amazing and the drinks are even better 10/10 the micheladas 10/10 drinks 10/10 highly recommend,5 star rating
76,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"First time here and I must say this place is awesome! Vivian was our server and she was super sweet and nice!! Great customer service! They were also kind enough to give us drinks on the house! The food was bomb we ordered the torta, quesadilla and tacos! The tacos are made out of hand made tortillas really soft and tasty! I recommend this place 100% and ask for Vivian! Vivian you rock!",5 star rating
77,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,Fabiola was great and friendly here at La Chuperia. Love the food and ambiance. Local and yummy.,5 star rating
78,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"Came in wanting a Michelada and had an amazing meal and an great time! Yasmin was our server and she was attentive and kind! We stopped here unexpectedly and enjoyed everyday aspect of it!
Thank you Yasmin for taking care of us!
Can't wait to come back again",5 star rating
79,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,LOVE THIS PLACE AND THE PEOPLE! Such great food and vibe!! Itzel is the best ! The food is to die for too!,5 star rating
80,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,Brianna is a amazing!! she is the best hose ever!!! she made our time here the best time bet in at patrick's day!!,5 star rating
81,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,"Anytime I come to LA I stop here, they have delicious food and the best michelada on the west coast! Great customer service too and clean space.",5 star rating
82,https://www.yelp.com/biz/la-chuperia-los-angeles-15?osq=Restaurants,BEST MICHALADAS EVER! Come see Marcos he's super welcoming and will give you the best service in town!!! Great music! Will Deff be back!!!!!,5 star rating
