,predicted_label,scores,true_label
175,1,0.98615962266922,1
176,1,0.9839284420013428,1
177,1,0.9706289172172546,1
178,1,0.7383053302764893,-1
179,0,0.5379137396812439,0
180,1,0.8335651755332947,1
181,1,0.8696253895759583,1
182,-1,0.8798010945320129,-1
183,1,0.961983859539032,1
184,1,0.9858642220497131,1
185,1,0.5396314263343811,1
186,1,0.9446704983711243,1
187,-1,0.8390702605247498,-1
188,1,0.9614549875259399,1
189,-1,0.9264385104179382,-1
190,1,0.7103664875030518,0
191,-1,0.8417919278144836,-1
192,1,0.9829429388046265,1
193,-1,0.6855950355529785,-1
194,1,0.969916820526123,1
195,-1,0.9235951900482178,-1
196,-1,0.9582237601280212,-1
197,1,0.770587682723999,-1
198,-1,0.9225562810897827,-1
199,-1,0.8987504839897156,-1
200,-1,0.7829995155334473,-1
201,-1,0.8946705460548401,-1
202,-1,0.8516506552696228,-1
203,1,0.988166868686676,1
204,-1,0.7490535974502563,0
205,-1,0.8892349600791931,-1
206,-1,0.6656583547592163,0
207,1,0.702401340007782,-1
208,1,0.968203067779541,1
209,0,0.6621528267860413,0
210,0,0.7079657316207886,0
211,-1,0.6673930883407593,-1
212,0,0.4508923590183258,-1
213,1,0.7937843799591064,1
214,1,0.9716289639472961,1
215,-1,0.6231442093849182,-1
216,-1,0.9353939294815063,-1
217,1,0.43061086535453796,-1
218,-1,0.7984500527381897,-1
219,1,0.7930192351341248,1
220,1,0.9838248491287231,1
221,1,0.9531111121177673,1
222,-1,0.7851433157920837,-1
223,1,0.9471539258956909,1
224,-1,0.7775145173072815,0
225,1,0.9851471781730652,1
226,1,0.9870137572288513,1
227,1,0.9897229671478271,1
228,1,0.9863742589950562,1
229,1,0.9737007021903992,1
230,1,0.9825989007949829,1
231,1,0.9039973616600037,-1
232,1,0.9599822163581848,1
233,-1,0.48361873626708984,-1
234,1,0.9832875728607178,1
235,1,0.9800143241882324,1
236,1,0.9696711897850037,1
237,1,0.9885339140892029,1
238,1,0.472226083278656,0
239,1,0.9640010595321655,1
240,1,0.9241218566894531,1
241,1,0.8139710426330566,1
242,-1,0.8273524045944214,-1
243,1,0.9832467436790466,1
244,-1,0.43305903673171997,1
245,1,0.9856077432632446,1
246,1,0.9580144286155701,1
247,1,0.9608916640281677,1
248,-1,0.8374688625335693,-1
249,1,0.981007993221283,1
250,-1,0.8736647367477417,-1
251,1,0.9853246808052063,1
252,1,0.956615149974823,1
253,-1,0.9118086695671082,-1
254,-1,0.9366176724433899,-1
255,-1,0.5870113372802734,-1
256,1,0.9478806257247925,0
257,1,0.9853748083114624,1
258,-1,0.8983161449432373,-1
259,1,0.9887125492095947,1
260,-1,0.5668305158615112,-1
261,-1,0.8244584798812866,-1
262,1,0.833940863609314,0
263,1,0.9898775219917297,1
264,1,0.9825887680053711,1
265,1,0.9808354377746582,1
266,1,0.9851455688476562,1
267,1,0.8815209269523621,1
268,1,0.989512026309967,1
269,1,0.9837659597396851,1
270,1,0.986853837966919,1
271,-1,0.5540049076080322,-1
272,1,0.7072346806526184,-1
273,1,0.5631546378135681,0
274,-1,0.5980174541473389,1
275,1,0.9784351587295532,1
276,-1,0.9422012567520142,-1
277,1,0.9585244059562683,1
278,1,0.9771774411201477,1
279,1,0.9837779998779297,1
280,1,0.9859382510185242,1
281,1,0.9883379340171814,1
282,-1,0.46125730872154236,-1
283,1,0.9873459935188293,1
284,1,0.5683785676956177,-1
285,1,0.979799211025238,1
286,1,0.9881061315536499,1
287,1,0.9887561202049255,1
288,1,0.9347801804542542,1
289,-1,0.9352577328681946,-1
290,1,0.9861118793487549,1
291,1,0.9738459587097168,1
292,1,0.9823264479637146,1
293,-1,0.8860102891921997,1
294,-1,0.7856708765029907,-1
295,1,0.9895329475402832,1
296,1,0.983034610748291,1
297,1,0.98639976978302,1
298,1,0.9784415364265442,1
299,1,0.9476608037948608,1
300,1,0.9792460203170776,1
301,1,0.9877360463142395,1
302,1,0.9818792939186096,1
303,-1,0.5587821006774902,0
304,1,0.6358550190925598,-1
305,1,0.9774093627929688,1
306,1,0.9842910766601562,1
307,-1,0.8793933391571045,-1
308,1,0.9599621295928955,1
309,-1,0.9243769645690918,-1
310,-1,0.9620568156242371,-1
311,1,0.9861152172088623,1
312,-1,0.9088547825813293,-1
313,1,0.977672815322876,1
314,1,0.9867234826087952,1
315,1,0.9886409044265747,1
316,1,0.9855120778083801,1
317,1,0.9888195395469666,1
318,1,0.9859870076179504,1
319,1,0.9889411330223083,1
320,-1,0.9277374148368835,-1
321,-1,0.8617493510246277,-1
322,1,0.9884146451950073,1
323,1,0.9861911535263062,1
324,1,0.982957661151886,1
325,1,0.98912513256073,1
326,1,0.9885956645011902,1
327,1,0.9893233180046082,1
328,1,0.9857931733131409,1
329,-1,0.9604183435440063,-1
330,1,0.4105105400085449,-1
331,1,0.9680782556533813,1
332,-1,0.9495683312416077,-1
333,-1,0.7423326373100281,0
334,1,0.9858463406562805,1
335,1,0.9636250734329224,1
336,1,0.5112313032150269,-1
337,1,0.9660911560058594,1
338,1,0.9458672404289246,0
339,1,0.7934808135032654,-1
340,-1,0.38773202896118164,-1
341,1,0.9788463115692139,1
342,1,0.9861544966697693,1
343,1,0.9887827038764954,1
344,-1,0.8772867321968079,-1
345,1,0.9851700663566589,1
346,1,0.9849506616592407,1
347,1,0.969375729560852,1
348,1,0.989702582359314,1
349,1,0.9752163290977478,1
350,1,0.9892061948776245,1
351,1,0.9897425770759583,1
352,1,0.9865682125091553,1
353,1,0.9891853332519531,1
354,1,0.988750159740448,1
355,1,0.9811164140701294,1
356,1,0.9857608675956726,1
357,1,0.9867671132087708,1
358,1,0.9865711331367493,1
359,-1,0.891668438911438,-1
360,1,0.9894495606422424,1
361,1,0.9365875124931335,1
362,1,0.6800116896629333,1
363,1,0.9413697719573975,-1
364,1,0.986911416053772,1
365,1,0.9872063398361206,1
366,1,0.7934184670448303,1
367,1,0.9850285053253174,1
368,1,0.9604623317718506,1
369,1,0.8908932209014893,1
370,0,0.5557131171226501,0
371,1,0.8779935836791992,1
372,1,0.9678311944007874,1
373,1,0.9856114387512207,1
374,1,0.9411647319793701,1
375,1,0.9750930070877075,1
376,1,0.9708039164543152,0
377,1,0.9737734198570251,1
378,1,0.8634600639343262,1
379,1,0.9210715889930725,0
380,1,0.7558558583259583,0
381,1,0.956091046333313,1
382,1,0.900054931640625,1
383,1,0.9389126300811768,1
384,1,0.8681501150131226,0
385,1,0.9402909278869629,1
386,-1,0.7551608085632324,-1
387,1,0.9514991641044617,1
388,1,0.8101246953010559,1
389,1,0.9621883034706116,1
390,-1,0.7740412950515747,-1
391,1,0.9838486909866333,1
392,1,0.9580821394920349,1
393,-1,0.6286152005195618,0
394,1,0.9843127131462097,1
395,-1,0.8353042602539062,-1
396,0,0.9035099148750305,1
397,1,0.9475263357162476,1
398,1,0.8866486549377441,1
399,1,0.968923032283783,1
400,1,0.8834724426269531,0
401,-1,0.537126362323761,-1
402,1,0.9488735795021057,0
403,-1,0.46763917803764343,-1
404,1,0.9529322981834412,1
405,1,0.9835026860237122,1
406,1,0.9565457701683044,1
407,-1,0.9212587475776672,-1
408,1,0.975281834602356,1
409,1,0.9874370098114014,1
410,1,0.9443159699440002,1
411,1,0.7722395658493042,1
412,1,0.9855280518531799,1
413,-1,0.7932047247886658,-1
414,1,0.9135806560516357,1
415,-1,0.7408903241157532,-1
416,1,0.9862033128738403,1
417,1,0.981130063533783,1
418,1,0.6691771745681763,1
419,1,0.8559582233428955,0
420,1,0.5230804085731506,1
421,1,0.4281364679336548,1
422,1,0.534254252910614,-1
423,1,0.6147729158401489,0
424,1,0.9811659455299377,1
425,1,0.9614527821540833,1
426,1,0.9857378005981445,1
427,1,0.9613363742828369,1
428,1,0.5586909055709839,0
429,1,0.9325218796730042,1
430,-1,0.5803017616271973,0
431,1,0.9779330492019653,1
432,-1,0.5221300721168518,1
433,1,0.974023163318634,1
434,1,0.9866077899932861,1
435,1,0.8326738476753235,1
436,1,0.914695143699646,0
437,1,0.9873288869857788,1
438,1,0.9775958061218262,1
439,1,0.9884803295135498,1
440,1,0.9495758414268494,1
441,-1,0.9585388898849487,-1
442,1,0.9772840142250061,1
443,1,0.4970896244049072,1
444,-1,0.7180833220481873,-1
445,1,0.9139232635498047,0
446,1,0.9037156105041504,1
447,1,0.979019820690155,1
448,1,0.9603444933891296,1
449,1,0.9812760353088379,1
450,1,0.6226680874824524,0
451,1,0.9776983857154846,1
452,1,0.9807193875312805,1
453,1,0.946591854095459,1
454,1,0.9732791185379028,1
455,-1,0.8131152391433716,0
456,1,0.8987184166908264,0
457,1,0.9494104385375977,1
458,1,0.9388642311096191,1
459,1,0.7923747301101685,-1
460,1,0.986064076423645,1
461,1,0.9867035150527954,1
462,-1,0.9550625681877136,-1
463,-1,0.915863573551178,-1
464,-1,0.6846288442611694,1
465,1,0.987959623336792,1
466,1,0.9711236953735352,1
467,1,0.9792446494102478,1
468,1,0.987750232219696,1
469,1,0.972944438457489,1
470,1,0.9817808866500854,1
471,-1,0.5154790282249451,-1
472,1,0.9809941053390503,1
473,1,0.7921785116195679,-1
474,1,0.9607962369918823,1
475,1,0.9799384474754333,1
476,1,0.9825366139411926,1
477,1,0.9713823199272156,1
478,1,0.9894236922264099,1
479,-1,0.88689786195755,-1
480,-1,0.8284957408905029,-1
481,1,0.974020779132843,1
482,1,0.9236091375350952,1
483,1,0.9394993185997009,1
484,1,0.46135228872299194,0
485,1,0.547454297542572,0
486,1,0.9286987781524658,0
487,1,0.6269198060035706,1
488,1,0.9345928430557251,1
489,1,0.97481369972229,1
490,-1,0.8800010085105896,-1
491,1,0.9833731055259705,1
492,1,0.9846310019493103,1
493,1,0.9718933701515198,1
494,-1,0.939359188079834,-1
495,1,0.9145183563232422,1
496,1,0.8225158452987671,0
497,1,0.9391322135925293,0
498,1,0.8689813613891602,1
499,1,0.9772048592567444,1
500,1,0.8057265281677246,1
501,1,0.9862834215164185,1
502,1,0.8350657820701599,1
503,1,0.983256995677948,1
504,-1,0.9219863414764404,-1
505,1,0.9809427261352539,1
506,1,0.9807151556015015,1
507,-1,0.7744857668876648,-1
508,1,0.9513460397720337,1
509,1,0.9876512289047241,1
510,1,0.9867061972618103,1
511,-1,0.8252836465835571,-1
512,1,0.9554035067558289,1
513,-1,0.9360443949699402,-1
514,1,0.8151203989982605,0
515,1,0.6065065860748291,1
516,1,0.9828039407730103,1
517,-1,0.5732346773147583,1
518,-1,0.7331722378730774,-1
519,-1,0.8184558749198914,-1
520,1,0.9868027567863464,1
521,1,0.6195958852767944,0
522,1,0.9785943031311035,1
523,1,0.9889638423919678,1
524,0,0.4713498651981354,0
525,1,0.9815494418144226,1
526,1,0.9781872630119324,1
527,1,0.9793400764465332,1
528,1,0.9586663842201233,1
529,1,0.9716274738311768,1
530,1,0.905439555644989,1
531,-1,0.8170879483222961,-1
532,1,0.9742584824562073,1
533,1,0.8169209361076355,0
534,1,0.9745832085609436,1
535,1,0.9771989583969116,1
536,1,0.616670548915863,1
537,1,0.8674139976501465,1
538,1,0.9700512290000916,1
539,1,0.9593737721443176,1
540,1,0.907502293586731,0
541,1,0.4190855324268341,-1
542,1,0.9882955551147461,1
543,1,0.9612950682640076,1
544,-1,0.9272560477256775,0
545,-1,0.8927011489868164,0
546,1,0.9790803790092468,1
547,1,0.9857470989227295,1
548,1,0.7341529726982117,1
549,-1,0.8994592428207397,0
550,1,0.978263795375824,1
551,1,0.9748668074607849,1
552,1,0.9448421597480774,1
553,1,0.8418574929237366,1
554,1,0.7889585494995117,1
555,1,0.9603415131568909,1
556,1,0.9297893643379211,1
557,0,0.6330100297927856,-1
558,-1,0.9026216268539429,-1
559,1,0.938881516456604,1
560,-1,0.9215018153190613,-1
561,0,0.49156540632247925,1
562,1,0.9700000286102295,1
563,-1,0.5260065793991089,1
564,1,0.9558623433113098,1
565,-1,0.9421972036361694,-1
566,1,0.9359830021858215,1
567,0,0.5839195251464844,1
568,1,0.9468542337417603,1
569,1,0.9779008030891418,1
570,-1,0.9000157713890076,-1
571,1,0.9709762930870056,1
572,1,0.9829278588294983,1
573,0,0.4054401218891144,0
574,1,0.9537200927734375,1
575,1,0.8896550536155701,0
576,-1,0.5404947400093079,0
577,1,0.7255420684814453,1
578,1,0.9703578948974609,1
579,0,0.5034972429275513,0
580,-1,0.9194475412368774,-1
581,1,0.8410540819168091,1
582,0,0.6566118597984314,-1
583,1,0.927251398563385,1
584,1,0.9851307272911072,1
585,1,0.9740971326828003,1
586,1,0.7636251449584961,-1
587,-1,0.8884535431861877,0
588,1,0.816308319568634,1
589,0,0.46438464522361755,-1
590,1,0.6144314408302307,1
591,1,0.9574458003044128,1
592,1,0.9766919612884521,1
593,1,0.723256528377533,0
594,1,0.9256134629249573,1
595,1,0.9673271775245667,1
596,-1,0.9448879957199097,-1
597,1,0.9653633832931519,1
598,1,0.9879496097564697,1
599,1,0.9669163823127747,1
600,1,0.9390551447868347,1
601,-1,0.9005576372146606,-1
602,0,0.5063666105270386,-1
603,1,0.9868260025978088,1
604,0,0.7525841593742371,-1
605,1,0.9793486595153809,1
606,-1,0.9322378635406494,-1
607,1,0.9589264392852783,1
608,1,0.9436215758323669,1
609,1,0.876571774482727,1
610,1,0.981116771697998,1
611,-1,0.8741143345832825,-1
612,1,0.6564532518386841,1
613,1,0.9882813096046448,1
614,1,0.9743382334709167,1
615,-1,0.9637990593910217,-1
616,1,0.974777102470398,1
617,1,0.9826923608779907,1
618,1,0.9867966175079346,1
619,-1,0.962252140045166,-1
620,1,0.9610411524772644,1
621,1,0.9864616990089417,1
622,-1,0.8901918530464172,0
623,1,0.987991988658905,1
624,1,0.9465168714523315,1
625,1,0.9451704621315002,1
626,0,0.4468344449996948,1
627,-1,0.9289032220840454,-1
628,1,0.9804227948188782,1
629,1,0.6035446524620056,0
630,1,0.6429096460342407,0
631,1,0.5989070534706116,-1
632,-1,0.5073485970497131,1
633,1,0.984889030456543,1
634,1,0.977937638759613,1
635,1,0.9418007731437683,1
636,1,0.9702353477478027,1
637,1,0.9800224304199219,1
638,1,0.9831473231315613,1
639,-1,0.8831101655960083,-1
640,-1,0.9435095191001892,-1
641,-1,0.8053371906280518,0
642,1,0.9527451992034912,1
643,1,0.9631827473640442,1
644,1,0.9816849827766418,1
645,1,0.9692174196243286,1
646,1,0.9811632037162781,1
647,1,0.8065834045410156,1
648,1,0.9684480428695679,1
649,1,0.9866430759429932,1
650,1,0.966360330581665,1
651,-1,0.9240289926528931,-1
652,1,0.9572693705558777,1
653,-1,0.8534255027770996,0
654,1,0.9771361351013184,1
655,1,0.983030378818512,1
656,1,0.9758607149124146,1
657,1,0.9721693396568298,1
658,1,0.8880574703216553,1
659,-1,0.757948100566864,-1
660,0,0.48717331886291504,0
661,-1,0.910175621509552,-1
662,-1,0.8253928422927856,-1
663,-1,0.923123836517334,-1
664,-1,0.904371976852417,-1
665,1,0.9789136648178101,1
666,1,0.9853579998016357,1
667,1,0.9782049059867859,1
668,1,0.9796203970909119,1
669,-1,0.9459133148193359,-1
670,1,0.9747138023376465,1
671,1,0.9744241237640381,1
672,1,0.9788386225700378,1
673,1,0.9880518913269043,1
674,1,0.9739333987236023,1
675,1,0.7189439535140991,1
676,1,0.9554553031921387,1
677,1,0.9229822158813477,1
678,1,0.9844018816947937,1
679,1,0.9776032567024231,1
680,1,0.9663662314414978,1
681,1,0.9834022521972656,1
682,1,0.9863436222076416,1
683,-1,0.81952303647995,0
684,1,0.9718727469444275,1
685,-1,0.7906079888343811,-1
686,1,0.9897618889808655,1
687,1,0.9798846244812012,1
688,1,0.9895029067993164,1
689,-1,0.9193213582038879,-1
690,1,0.9858464598655701,1
691,1,0.9664918184280396,1
692,1,0.9870074391365051,1
693,-1,0.9261873960494995,-1
694,1,0.9843876361846924,1
695,1,0.9880056977272034,1
696,1,0.9721044301986694,1
697,-1,0.9143944382667542,-1
698,1,0.9816659092903137,1
699,-1,0.794033944606781,0
700,1,0.9852033853530884,1
701,1,0.9804847836494446,1
702,1,0.9839004278182983,1
703,-1,0.9110399484634399,-1
704,1,0.9230648279190063,1
705,1,0.9887232780456543,1
706,1,0.9772383570671082,1
707,1,0.5377363562583923,1
708,1,0.9708982110023499,1
709,1,0.9351516962051392,1
710,-1,0.8464851975440979,-1
711,1,0.9725115895271301,1
712,1,0.9457831978797913,1
713,1,0.9774174690246582,1
714,1,0.9834095239639282,1
715,1,0.8670601844787598,1
716,-1,0.9384225606918335,-1
717,1,0.9867812991142273,1
718,1,0.9775969386100769,1
719,1,0.8832045793533325,1
720,-1,0.937228798866272,-1
721,1,0.964917778968811,1
722,1,0.983444333076477,1
723,-1,0.7259587645530701,-1
724,1,0.8862476944923401,1
725,-1,0.941705584526062,-1
726,-1,0.4370732009410858,1
727,-1,0.9506264328956604,-1
728,-1,0.7065624594688416,0
729,1,0.892649233341217,1
730,1,0.9673671126365662,1
731,-1,0.9312400817871094,-1
732,-1,0.9305638670921326,-1
733,-1,0.9091787934303284,-1
734,-1,0.49851757287979126,-1
735,-1,0.9209305644035339,-1
736,1,0.9780129790306091,1
737,1,0.9854749441146851,1
738,-1,0.8263995051383972,-1
739,-1,0.9454835653305054,0
740,1,0.9842685461044312,1
741,1,0.9789621233940125,1
742,1,0.9563688635826111,1
743,1,0.9855613112449646,1
744,1,0.9841222763061523,1
745,-1,0.9254812002182007,0
746,-1,0.9521195292472839,-1
747,1,0.976834237575531,1
748,1,0.9828181862831116,1
749,-1,0.8176056146621704,-1
750,-1,0.8932408690452576,-1
751,1,0.9623828530311584,1
752,1,0.978359043598175,1
753,-1,0.9277783036231995,-1
754,1,0.9533492922782898,1
755,1,0.9864657521247864,1
756,1,0.8510685563087463,0
757,-1,0.8670756816864014,-1
758,1,0.9518661499023438,1
759,1,0.9773136973381042,1
760,-1,0.8736657500267029,-1
761,-1,0.9247435927391052,-1
762,-1,0.9532585740089417,-1
763,1,0.9850215315818787,1
764,-1,0.7354921102523804,0
765,0,0.532105028629303,1
766,1,0.9714564681053162,1
767,1,0.979357898235321,1
768,-1,0.9387674331665039,-1
769,-1,0.8922554850578308,0
770,-1,0.8930248022079468,-1
771,1,0.9748904705047607,1
772,-1,0.8731258511543274,-1
773,1,0.9634312987327576,1
774,-1,0.9188565611839294,-1
775,-1,0.918867826461792,-1
776,-1,0.6832975745201111,-1
777,-1,0.9356975555419922,-1
778,1,0.9289050698280334,1
779,-1,0.9074469804763794,-1
780,-1,0.9298330545425415,-1
781,-1,0.9088072180747986,-1
782,-1,0.8115059733390808,-1
783,1,0.558313250541687,1
784,1,0.9795562028884888,1
785,1,0.9846381545066833,1
786,1,0.9198087453842163,1
787,1,0.9399229884147644,1
788,1,0.9811908602714539,1
789,-1,0.7459346055984497,-1
790,-1,0.9393268823623657,-1
791,1,0.9848905205726624,1
792,1,0.9733541011810303,1
793,-1,0.9070858359336853,-1
794,1,0.9852278232574463,1
795,-1,0.5792059302330017,1
796,-1,0.8666887879371643,-1
797,-1,0.6111012101173401,1
798,1,0.9212672114372253,1
799,1,0.9243115782737732,1
800,-1,0.9351339340209961,-1
801,1,0.988785982131958,1
802,-1,0.946052074432373,-1
803,1,0.9887856245040894,1
804,1,0.8337164521217346,1
805,1,0.9855304956436157,1
806,1,0.9844402074813843,1
807,1,0.9882981181144714,1
808,-1,0.48476308584213257,1
809,1,0.903240442276001,1
810,1,0.9783848524093628,1
811,1,0.9808844327926636,1
812,0,0.5084396004676819,1
813,0,0.48321452736854553,0
814,1,0.9777610301971436,1
815,-1,0.9332779049873352,-1
816,-1,0.5838208794593811,-1
817,-1,0.8460677862167358,-1
818,-1,0.9569562077522278,-1
819,1,0.9876978993415833,1
820,1,0.9634972810745239,1
821,1,0.9824602603912354,1
822,1,0.9632934331893921,1
823,1,0.7324020862579346,1
824,1,0.6494458317756653,1
825,1,0.9488683342933655,1
826,1,0.7117881178855896,1
827,-1,0.8345724940299988,-1
828,1,0.9630146622657776,1
829,1,0.8113045692443848,1
830,-1,0.663273274898529,-1
831,-1,0.806347668170929,-1
832,1,0.9866138100624084,1
833,-1,0.9064707159996033,-1
834,0,0.4977739453315735,1
835,1,0.9790670275688171,1
836,0,0.5303827524185181,1
837,1,0.6698072552680969,1
838,1,0.9219116568565369,-1
839,1,0.9004977941513062,1
840,0,0.48610708117485046,1
841,1,0.7677104473114014,1
842,-1,0.9365773797035217,-1
843,1,0.9748414158821106,1
844,1,0.8974648118019104,0
845,-1,0.46219152212142944,1
846,1,0.9546170830726624,1
847,1,0.9650765061378479,1
848,-1,0.7310479283332825,-1
849,1,0.7918983697891235,1
850,1,0.9663681387901306,1
851,-1,0.4878508448600769,0
852,-1,0.8944955468177795,0
853,1,0.9700493216514587,1
854,-1,0.8696949481964111,-1
855,-1,0.8517832159996033,-1
856,1,0.8930622935295105,1
857,1,0.9835508465766907,1
858,-1,0.9179233908653259,-1
859,1,0.8552569150924683,1
860,-1,0.9437202215194702,-1
861,1,0.9858140349388123,1
862,-1,0.3666587471961975,0
863,-1,0.803095281124115,0
864,-1,0.807995617389679,0
865,1,0.6742550730705261,1
866,1,0.5953625440597534,1
867,1,0.9697389006614685,1
868,1,0.9791313409805298,1
869,1,0.8464121222496033,0
870,-1,0.9248293042182922,-1
871,1,0.8975300192832947,1
872,1,0.7647643685340881,1
873,0,0.69609534740448,1
874,1,0.9617471694946289,1
875,1,0.9676089286804199,0
876,1,0.973548948764801,1
877,1,0.855832576751709,1
878,1,0.9563581943511963,1
879,1,0.8120294213294983,1
880,1,0.9860013723373413,1
881,1,0.982481062412262,1
882,-1,0.7502075433731079,0
883,1,0.6322842240333557,1
884,1,0.9661246538162231,1
885,1,0.9623681306838989,1
886,-1,0.46039891242980957,1
887,-1,0.9579439759254456,-1
888,1,0.9780316948890686,1
889,-1,0.566734254360199,1
890,1,0.9389387965202332,1
891,1,0.9855232238769531,1
892,1,0.978263795375824,1
893,1,0.7581280469894409,1
894,1,0.9202244877815247,-1
895,1,0.9711914658546448,1
896,-1,0.8549993634223938,-1
897,1,0.5391236543655396,0
898,-1,0.9024776220321655,-1
899,1,0.9421813488006592,1
900,1,0.42365434765815735,1
901,1,0.9349209070205688,1
902,1,0.8906097412109375,1
903,1,0.9840739965438843,1
904,1,0.9790839552879333,1
905,-1,0.7338880896568298,-1
906,0,0.566048264503479,-1
907,1,0.7449507713317871,0
908,1,0.9688581228256226,1
